14fd8c6d-4128-4ec1-a2aa-ba63a972ca7b,はじめまして,hajimemashite,Nice to meet you,Greetings and Introductions,N5,SENTENCE,2025-08-31 23:54:45.935558,false,false
92129474-7af3-4466-848b-dace7e696cb2,わたしのなまえはたろうです,watashi no namae wa taro desu,My name is Taro,Personal Information,N5,SENTENCE,2025-08-31 23:54:45.935558,false,false
97d22061-c6a6-4775-97cc-d5e93cef2b61,りんごはあかいです,ringo wa akai desu,Apples are red,Colors and Shapes,N5,SENTENCE,2025-08-31 23:54:45.935558,false,false
b3272f1f-2f7f-4099-ab01-1e222e546109,きょうはげつようびです,kyou wa getsuyoubi desu,Today is Monday,Days of the Week and Months,N5,SENTENCE,2025-08-31 23:54:45.935558,false,false
610dc4af-3700-48a7-a66a-f85e7bde954e,いまなんじですか,ima nanji desu ka,What time is it?,Time and Clock Reading,N5,SENTENCE,2025-08-31 23:54:45.935558,false,false
01859b89-f49c-4e85-b0b6-772d68774a9c,あめがふっています,ame ga futte imasu,It's raining,Weather and Seasons,N5,SENTENCE,2025-08-31 23:54:45.935558,false,false
e35005d4-8d9e-4118-b1d2-80f6b91218c3,すみません,sumimasen,Excuse me,Basic Courtesy Phrases,N5,SENTENCE,2025-08-31 23:54:45.935558,false,false
2164d34b-8c82-4a2d-b80b-521ba38ae2f7,ねこを飼っていますか,neko wo katte imasu ka,Do you have a cat?,Yes/No Questions and Responses,N5,SENTENCE,2025-08-31 23:54:45.935558,false,true
821a35a1-1932-4a8b-b189-40602af0c758,わたしのはははせんせいです,watashi no haha wa sensei desu,My mother is a teacher,Family Members,N5,SENTENCE,2025-08-31 23:54:45.935558,false,false
8c414c87-d3a8-423b-8bad-4c3bd27880ce,バスでがっこうへいきます,basu de gakkou e ikimasu,I go to school by bus,Modes of Transportation,N5,SENTENCE,2025-08-31 23:54:45.935558,true,false
63d60af5-5e2e-47dc-af03-a0acd55a0b9d,こんにちは,konnichiwa,Hello,Greetings and Introductions,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
7e3d982b-be4d-4f5c-ae72-ab1ba6ed8d55,わたしのなまえはまりです,watashi no namae wa Mari desu,My name is Mari,Personal Information,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
dbb88e20-0ddc-42cc-8ffd-556b682c8e74,わたしはにじゅうさいです,watashi wa nijuu sai desu,I am twenty years old,Personal Information,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
59822600-ba53-437f-bb10-82dc8d87fe9c,わたしはにほんじんです,watashi wa Nihonjin desu,I am Japanese,Personal Information,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
15216e48-ab02-4b8d-995b-a98f2a7772a3,いち、に、さん、よん,"ichi, ni, san, yon","One, two, three, four",Numbers and Counting,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
026656bb-f617-4e26-8adb-66c4333c33a0,まるいボールがあります,marui booru ga arimasu,There is a round ball,Colors and Shapes,N5,SENTENCE,2025-09-01 00:19:00.619252,true,false
abc376d6-a334-4178-ad5f-d108c94dec8e,らいげつはしちがつです,raigetsu wa shichigatsu desu,Next month is July,Days of the Week and Months,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
44bb3e98-5a6c-4758-b32e-8d59145b64ba,いまはごぜんじゅうじです,ima wa gozen juu-ji desu,It is ten o'clock in the morning,Time and Clock Reading,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
c16a2a3e-e525-4dc6-8205-3085fc11fa82,ふゆはさむいです,fuyu wa samui desu,Winter is cold,Weather and Seasons,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
77bc1131-2c33-41e6-81f3-70579d0f8481,どうもありがとう,doumo arigatou,Thank you very much,Basic Courtesy Phrases,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
b96ebd2d-2bd7-46a5-864b-d8436780389b,きのうはやすみましたか,kinou wa yasumimashita ka,Did you rest yesterday?,Yes/No Questions and Responses,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
fe401651-cead-437a-ae80-48762b24d600,はい、やすみました,"hai, yasumimashita","Yes, I rested",Yes/No Questions and Responses,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
22032c27-94ae-4751-b887-b34c3be6f99d,いもうとはせがいです,imouto wa sei desu,My younger sister is kind,Family Members,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
05f40431-b184-42e5-b5ae-3a18f31f99b7,いえにはテレビがあります,ie ni wa terebi ga arimasu,There is a TV in the house,Parts of the House,N5,SENTENCE,2025-09-01 00:19:00.619252,true,false
99717de2-9ac4-4880-8806-2f0cf5af405b,ごはんをたべます,gohan wo tabemasu,I eat rice,Basic Foods and Ingredients,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
db306707-97a6-4ea9-9531-e95d6b4cb8dc,ぎゅうにゅうをのみます,gyuunyuu wo nomimasu,I drink milk,Basic Foods and Ingredients,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
67360cfd-569f-43c2-8a98-cc2c183f81a0,バナナはおいしいです,banana wa oishii desu,Bananas are delicious,Fruits and Vegetables,N5,SENTENCE,2025-09-01 00:19:00.619252,true,false
45309709-9090-4845-afba-2c07abefb88c,トマトはあかいです,tomato wa akai desu,Tomatoes are red,Fruits and Vegetables,N5,SENTENCE,2025-09-01 00:19:00.619252,true,false
37d8870d-b92c-4fdf-9263-c50459a39f70,シャツをきます,shatsu wo kimasu,I wear a shirt,Clothing and Fashion,N5,SENTENCE,2025-09-01 00:19:00.619252,true,false
ae8f9bcb-47ee-46bf-b4eb-62bb54218b27,くつはあおいです,kutsu wa aoi desu,The shoes are blue,Clothing and Fashion,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
dff87d36-3513-4e99-b167-792bc2f37134,てはふたつあります,te wa futatsu arimasu,There are two hands,Parts of the Body,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
a6ab56b6-91f0-4bd6-a936-6b79f1f7d9f8,あしはながいです,ashi wa nagai desu,The legs are long,Parts of the Body,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
ad12dc67-84fe-4217-be1b-26503cdf09c2,ねこはかわいいです,neko wa kawaii desu,The cat is cute,Animals and Pets,N5,SENTENCE,2025-09-01 00:19:00.619252,false,false
